IdSymbol	P-092	P-191	P-251	P-014	P-153	P-152	P-236	P-149	P-276	P-333	P-144	P-005	P-244	P-332	P-141	P-080	P-271	P-091	P-180	P-178	P-124	P-004	P-078	P-063	P-228	P-319	P-166	P-285	P-193	P-101	P-391	P-213	P-355	P-351	P-363	P-290	P-289	P-293	P-301	P-215	P-208	P-372	P-096	P-200	P-142	P-308	P-192	P-374	P-352	P-265
OTU_1795702	37.37513912	37.21805025	37.62558239	38.76221321	37.01648113	34.45349101	37.79534818	35.90014629	36.85535893	43.03357755	34.51076969	38.37719874	37.38649472	43.08308434	41.19977981	37.33937069	38.74453786	37.41588692	37.36715107	36.4429444	37.31883107	36.98367333	41.25274277	38.90532516	41.04154805	41.1975827	38.02865698	37.45410019	34.21281679	38.61509698	38.22544748	42.09862906	42.26215786	38.77073642	42.23358912	39.22500755	36.71157434	40.75573126	35.5380734	37.16266	35.02157736	42.67515585	36.14791591	40.47047528	36.11263289	36.5711295	39.99870428	44.70084893	42.56766208	35.98249176
OTU_1693716	41.62371899	34.45275629	35.22787233	32.98130145	37.26447522	33.82189421	38.27473472	34.6061439	35.24728333	33.1067266	37.29408686	31.74064635	37.19459975	39.0185222	34.72127346	38.83699893	32.66182572	39.01124352	32.1630227	35.89370233	37.60985956	37.09025358	41.28676522	34.26820698	36.39455044	32.56420774	33.55361314	36.27155302	51.94321767	36.78704403	33.35525132	40.79367314	45.67210956	35.10591346	31.41287547	35.02082509	32.98130145	32.62189855	32.33086101	34.11037145	40.93466516	33.20938377	39.15726906	35.41003264	36.35977692	34.74480101	39.50718516	36.74780717	33.93450057	37.1263039
OTU_2402581	73.43231208	45.72944472	41.32018648	39.87977195	72.32558459	58.26829566	50.63460321	48.09430057	55.61951333	39.72968164	46.4644273	43.47597516	44.54909302	62.30670302	52.19872874	47.04045447	40.45685	46.48001899	38.06571736	49.79904541	49.3745534	42.47919597	45.28623453	51.96308138	49.63254195	37.78816585	45.04066409	62.68156358	94.12874547	39.2634139	37.91778365	67.24887189	107.1492097	43.9590995	38.2578022	40.69975233	54.54543918	40.79570736	38.82787528	47.72412208	56.28549962	42.37857195	41.76808289	40.47303453	52.16157906	37.04852138	55.81089151	49.73030528	40.12686333	54.76819396
OTU_2272857	39.71297214	32.67879616	38.50735748	35.35335113	36.83608302	38.01918101	38.49057214	45.15918	38.61550748	38.41715321	37.00232572	32.26526358	35.42841849	39.76820025	34.16880717	30.70852145	37.27157044	35.21315987	35.87099616	32.78328189	40.76114176	32.71087748	35.42522874	35.81824673	38.61933522	36.43999069	35.54123327	39.41752906	31.38047943	32.62263421	32.38763717	33.85569585	38.70440818	35.91786975	33.71070189	33.76942333	34.52989107	39.71297214	38.59526075	42.53293597	42.16587585	35.86759742	36.50457371	36.37440365	34.18589604	37.47613403	36.61852057	38.11051748	35.61775415	34.05541635
OTU_1674151	92.15998252	51.4642361	40.00196792	62.03130069	83.31856585	64.79156981	50.51449642	47.83480774	58.28858346	40.73532591	53.2948517	52.2913478	46.77661031	75.85044654	64.28632308	48.63368346	40.90596384	68.62090157	35.4543056	71.1921383	56.19593836	58.48792126	45.1162773	69.79542252	50.62560717	38.52271063	51.60601585	80.12303057	152.4535975	35.29741138	35.55782616	89.75775887	151.6393147	39.3617156	34.47842503	45.86501874	54.04644987	45.38886088	46.48333302	44.07285698	70.64467447	43.17361855	39.08373987	41.78232629	54.82313176	39.98408321	79.43394296	71.1921383	37.28953195	65.84469069
OTU_1746635	40.55754025	39.58539931	37.59524893	37.5331317	36.22097132	37.96770698	34.77039365	37.74175403	39.5075778	40.40444069	41.59983937	39.4977766	39.4889873	40.07740101	39.83005465	36.30040868	40.5076144	37.79088868	40.63969585	37.45707453	41.00560478	41.3962683	37.41659704	44.49887553	38.02403792	39.87885654	37.96243679	39.45972824	38.63572679	37.42176019	39.47842509	37.63600283	41.79151811	37.22109906	38.30913201	35.06457553	37.73280642	40.95213748	37.34645107	38.06929811	36.46978258	39.74899365	34.19751478	34.48131063	38.39815	36.6780578	38.07198704	37.02333145	42.94518956	36.56104302
OTU_2090782	90.52178975	112.0765325	153.2783418	137.6069979	79.61474723	86.66555843	109.0664291	76.93635635	127.1831852	159.7483608	58.0951373	97.87351308	80.34657013	139.9737908	95.72680698	116.4970209	132.4842842	117.3233284	110.7154052	94.83172031	87.25428484	90.99724591	131.012205	84.9405766	70.21037145	137.6344617	110.1423032	101.3613008	113.5434175	80.00259893	338.924344	72.73008057	135.2727972	100.7149096	103.437626	91.34209786	135.085472	118.6584994	222.6220415	155.7527318	64.4658056	223.5101509	60.65759855	116.8674225	86.85109899	200.5840849	95.29411698	232.4419038	164.6288553	96.87204415
OTU_1666403	37.05741937	37.35557245	34.79920314	32.71428667	35.27426145	36.38055201	36.34994748	33.83238723	33.56520893	38.86103723	38.29155453	38.2367095	36.48658893	36.26740868	33.14357031	36.64194673	36.55139616	37.74320025	33.21789931	37.44783975	38.45736025	34.35044994	36.02022289	35.69503308	41.34499258	36.57474962	35.87661157	40.90154937	33.07658088	38.62445704	36.33775019	37.33429208	38.23175239	34.01762855	35.44705862	33.71945503	34.73794805	35.5432873	39.72734421	38.82552736	34.16403082	35.24967478	38.52799189	31.39436723	33.05890327	35.52042327	37.87560987	34.1014995	36.50112459	40.41042786
OTU_2090786	39.25997377	39.59984899	38.95322208	34.00047956	39.08789088	39.08960396	38.67805597	43.48868415	42.69248748	36.22608755	35.86247868	39.27690434	42.20921358	37.64427088	36.89503415	37.54237314	36.25179943	34.02647327	38.56490742	34.27905761	36.62561409	40.13077686	42.51416629	36.92934327	39.6010761	36.8465378	42.21743868	39.32430113	39.03520881	39.9850383	37.96810333	40.37247333	37.79185931	37.2655344	35.93254654	35.96093415	43.04075264	42.62981503	47.66333887	41.9708427	37.02644604	42.79639226	35.65761082	37.77437101	39.08054994	38.57535956	36.50205893	39.68918094	33.06292742	38.95475931
OTU_1812494	33.47433013	34.28297654	31.70268805	114.4610753	54.02265088	42.6017939	33.12756151	36.84921836	52.76578547	37.43461836	34.65299906	38.57416711	32.98603667	39.2071205	37.25156761	41.30646956	55.82092849	30.17768	82.89079396	48.80140767	36.37576415	127.0682532	33.73544208	38.48049201	46.00629566	36.81268245	58.96716352	59.09382717	32.80855509	35.34905195	42.11759044	41.3597722	44.11738428	38.64836572	38.03447019	42.57839057	34.24950208	50.86803484	35.43772145	40.27043176	36.85940478	40.16082792	37.38375478	34.50882088	42.58663201	38.28331994	35.29741138	41.8210944	38.73195535	37.27000201
OTU_1674949	44.66832899	70.68801855	45.39845371	73.72560579	54.45618044	48.4851022	83.13085434	43.62384686	44.35638836	50.78113006	45.61856975	64.50769654	49.17700396	46.14476572	42.08593314	43.08811132	35.53985805	43.78218591	53.57738679	43.00421667	45.88283245	47.93796673	59.22939006	66.48393736	44.46821767	41.36099421	46.97204516	49.58167277	36.42037013	47.60166893	54.22407075	55.1696295	58.01327308	50.96245415	56.25745918	51.42623428	46.31825208	44.47826101	81.52037566	54.54934881	44.32917132	46.75888874	63.88397333	50.45418107	63.17795868	51.63130006	44.03095881	61.86096472	41.65236371	48.11288748
OTU_2276933	49.24841654	51.05798157	68.84483182	74.80707925	37.02363736	36.84747799	45.26091824	53.36176145	51.48201346	48.26177465	36.17614428	53.84056208	43.36718302	57.38639145	57.11190365	50.53935245	42.23154937	86.41931302	45.22395094	54.52511421	56.07394868	47.07784956	38.31439648	46.05576522	46.67596031	47.86025925	43.01034113	48.4851022	59.50263113	42.58439277	50.00726704	41.82036987	41.73926075	40.53840855	38.29038503	36.10433516	54.8783295	44.04607509	40.67154805	52.41379138	50.3351166	41.43099107	38.54802654	54.10160409	45.39479642	43.03215245	65.08084214	38.46750371	55.26634535	69.2615527
OTU_1721801	73.82961566	84.33514428	100.6820113	115.2205667	43.58091415	46.98411296	46.40021434	75.19735233	57.37652767	59.08258057	37.73750491	70.2247439	61.57018925	70.83026811	82.75900019	66.39932723	47.3699405	160.9246975	71.33649352	70.79581755	75.34075711	56.39734673	50.01296063	42.71623629	55.61951333	86.38247044	69.82014528	49.44125874	78.26521126	64.2588873	67.81323824	45.46679723	57.87959038	42.2493278	56.06458164	45.11269836	77.71367836	61.77231384	60.39427755	74.78920799	65.45099969	58.96716352	37.33360107	99.11042465	69.90540346	52.49194094	86.21629006	40.9526978	60.85349755	104.1066373
OTU_1760208	38.40282031	41.5650583	38.36679528	40.50455981	40.27744711	41.04867704	38.72924497	40.51778063	41.82541648	40.59224164	41.26668113	42.09639862	40.35781937	40.2729905	35.4718966	44.42371516	40.55473289	37.48250566	47.10407579	40.42041289	38.86574692	39.9755756	39.08215616	38.60295057	44.7411666	37.53837868	44.45977019	42.02555459	37.6071039	41.35910711	41.38957767	36.97227478	41.29153535	51.02294472	42.8476344	44.24572553	39.52234157	39.52831994	37.69515491	37.19835591	40.35066478	46.64832717	42.20142516	42.91690679	39.74947075	41.40849906	41.38076755	41.86777943	37.86677849	41.06735314
OTU_1789059	140.2894024	112.3257567	126.3079974	87.51424679	103.5763729	116.33623	85.90676069	93.39148654	122.2216186	152.5605985	172.8202239	125.0242038	107.9011997	97.78084258	92.10241314	108.7902218	103.437626	93.10454119	110.4785625	91.88228786	101.1515079	165.9314541	107.3838226	123.7412687	122.6845408	113.6401592	110.9735686	99.03238409	129.9056178	120.9109104	100.061525	97.44160075	117.122174	92.4469183	153.9605511	114.987772	109.2285613	132.699097	79.4983439	85.36438157	98.32894126	72.06698088	76.16982472	74.90495239	121.5985186	83.38691245	101.1995223	74.64110107	105.3778718	104.0737751
OTU_1728698	248.4644767	318.5389642	233.8055025	180.8524396	282.0028623	322.1697484	225.2707057	252.6031497	234.2572943	188.7393874	314.0979805	251.166973	178.3585541	196.7437352	231.8091094	361.2299226	199.9262786	243.3273403	270.8023497	332.4470006	154.5103425	299.3994522	425.316917	474.0910811	359.8046579	257.0433987	197.804866	352.2359075	202.5081302	762.2032774	268.7008396	385.5574736	446.5540094	205.2879774	381.0271597	240.8149352	236.7102497	190.8068792	148.8209406	194.3487849	202.2933818	221.8975962	433.9464308	270.9893547	239.1052138	234.4598742	170.344344	244.4595969	192.1000698	219.4937579
OTU_1662280	35.60026799	31.16095767	36.66967585	36.70030824	33.71850805	35.02000547	33.14993686	35.79946585	36.01525031	38.75131868	34.41374057	41.63392692	33.98877088	33.87553038	38.05615415	39.25785252	38.37602836	36.00916314	38.36087195	33.87873686	36.04204478	38.26491484	34.24611654	37.22043314	39.88519755	42.91137082	35.64151522	37.6021978	34.32299214	35.11018491	38.02721138	40.20574113	36.47235006	39.29215849	37.53983969	38.38887824	33.8907344	43.5182861	35.34726616	35.67981969	35.11426164	42.2752644	38.38662132	35.35484377	38.17134415	36.27489025	35.77516145	39.75211403	41.1239122	35.39939717
OTU_1685319	41.02802365	44.48029069	38.47894887	34.90942987	38.82090013	43.66331836	35.56990094	34.57545447	39.55476975	40.85160503	36.2681827	39.29961094	33.53750006	41.31479962	37.69921145	35.11758459	40.35781937	36.45361465	33.09701189	34.36841403	39.16788541	35.72717132	39.5916327	38.73268	37.7768383	41.3853873	36.20854465	34.04925201	37.56425736	33.36437182	43.9128217	35.02787421	40.10717723	42.53894755	39.98226648	33.84415189	37.72529283	37.77542459	33.01982931	39.08626736	36.64408063	40.84678868	33.69167805	38.0700366	38.12019761	42.73340906	38.63104956	43.71271333	39.90609767	40.26715239
OTU_1728642	33.31750635	31.38818591	35.54941925	35.6411666	34.22762604	34.7266478	34.5937544	33.09527648	32.27001635	34.48367094	29.4903661	34.85251057	31.43214264	33.02277623	33.28351893	32.31737428	32.93216038	38.14350698	33.0812795	37.64044836	34.12096107	31.27882491	33.14414289	31.73008799	30.70072792	35.32278868	33.72987151	34.88419434	34.83490522	35.76713824	34.40852409	32.22867874	33.98829956	33.45066836	35.40676824	30.1828695	31.21976365	32.50876428	32.55995742	36.60601189	37.97634346	38.00722604	36.12625987	31.95506472	30.35193654	37.53511145	37.48684579	36.60169321	36.01357635	32.60216201
OTU_1678191	35.64250591	35.63235233	42.43456849	40.91035874	41.21182824	42.32795862	37.77402113	34.5647534	35.6239961	37.48964717	41.8210944	37.59055088	38.57043201	38.31398987	39.9789273	36.60503937	40.26524673	36.1513478	33.50868101	44.61176283	35.0649673	33.29849352	39.48675616	37.43391119	37.06613497	39.94445164	34.99314566	34.3381344	33.21678994	36.8086066	39.22873491	30.38984987	38.65430038	38.70950019	36.48434824	45.1233766	33.50491755	32.62940686	33.07721176	37.75906686	34.60270572	36.55902182	34.24058818	40.08311629	34.90942987	36.75593767	41.30408038	44.49982308	39.03436522	34.14564503
OTU_1745132	44.95968629	39.92989736	46.46127931	52.60300767	43.93999006	48.21906453	50.64573201	46.03756252	50.20488692	40.21246283	40.0503922	49.3665583	40.99491031	44.65934484	46.25701717	47.9557705	44.43048642	43.23244434	47.59764541	41.98447277	44.16684082	40.50092428	52.68906956	42.25006692	43.58007943	37.05599962	48.29734075	43.58460403	44.77380585	49.1609156	49.74062629	49.7123905	42.02264748	47.42587233	53.4986005	37.54477786	49.71729635	39.29418069	48.81975101	46.69682025	43.37176094	48.42696943	45.10889528	43.4458195	43.78434245	48.99005849	42.88904453	51.13236616	36.07909472	43.0129205
OTU_2188862	680.6954277	116.0732308	66.49166019	1091.86074	404.3156101	221.798483	154.1540942	200.8308069	178.3585541	123.0592186	52.32223289	126.3079974	44.89275346	118.1909203	210.5308283	59.88306333	306.0635491	100.6679708	1307.229747	597.9810208	83.02207805	111.4660289	1358.524261	59.0538234	263.4497226	153.6923108	263.573744	91.85412252	175.2163849	82.92500239	45.74534	238.216656	63.6069261	106.9312543	41.38897962	532.6075365	118.928293	200.4552956	506.0168296	82.08570038	181.9117742	153.1918191	119.5130277	83.7269127	98.5977673	74.56571119	127.6437219	66.48393736	82.53321962	68.99626673
OTU_1760363	34.21230126	33.50813415	33.40386925	32.72706119	31.48764	29.59239635	35.56711138	33.62028541	32.55431818	31.82992736	32.94003277	33.4915561	31.63118365	32.34688755	32.07742164	31.38297572	38.77675094	32.98186063	30.7694395	33.75798	32.48742679	33.12927164	29.59239635	36.5263883	34.49211862	32.82909786	30.40718597	36.32647453	33.2208027	33.24733931	30.37357472	32.68844931	33.15166686	32.14825283	29.6724605	32.76982258	37.66923491	30.8351773	36.02060377	29.2165461	29.90218585	29.25334107	37.0708705	29.45845572	31.67438214	31.73122138	31.83082365	32.75338126	32.76142239	33.54907824
OTU_2210111	37.03701673	37.73969428	38.10428233	34.38442252	39.97658145	37.66261346	35.43804327	34.77620006	35.58908453	40.4828395	37.21972019	41.06511082	34.70112214	36.64889138	39.2756739	39.95006717	39.42064478	36.8648356	33.10964956	33.28720377	37.13035195	39.71383233	39.84834264	37.16949031	39.96697075	37.22182497	33.15627113	33.22240333	37.39692774	36.91739214	36.04814126	36.44535792	38.5928334	33.02529572	37.88246352	35.05939868	37.25558396	39.43921088	33.47919164	32.84096258	37.41254792	39.37156384	40.10962138	36.90243176	33.14530881	41.77186572	33.91343006	35.98151415	36.56175151	37.00838818
OTU_1796471	38.70177107	33.47825094	33.17722157	33.7436978	36.57305352	35.82745428	32.59990956	33.55830245	35.4195234	38.01847434	32.94482553	41.72626818	30.90960522	38.95246308	39.75896736	33.8726473	35.17737717	33.31047107	37.18578805	38.64170497	36.79977138	37.13696918	29.22284862	35.56156	33.06634623	80.3016027	30.38303937	29.37848145	36.0057105	35.35447019	33.8476556	38.66390472	38.18886616	37.18329843	39.95183761	34.77959509	37.22146711	29.53185239	34.4380078	31.09501987	34.82268862	41.26896887	29.31639421	37.43561522	34.41889899	35.85466887	37.60388711	39.0379644	37.14981145	37.92632818
OTU_1757441	39.78659836	40.48337887	41.13940509	42.90424082	42.6996378	43.44928252	38.06639635	43.29470572	35.70650107	37.40230145	36.87187264	40.3743939	33.89115755	39.88239767	40.8771083	40.36212692	37.20281472	41.81687774	41.07176899	41.71846868	38.41258182	40.74080981	42.28233786	35.0759366	39.39174755	38.66271912	37.14905811	39.44181616	35.71945289	37.34501252	39.75211403	36.55281082	40.53383824	38.64131088	37.02644604	38.44968855	37.05019528	41.10520302	45.01731981	34.56551748	34.86781579	40.22886855	38.36788585	40.83017969	37.84468535	38.37947547	39.76040075	40.67474805	37.90645698	41.70092799
OTU_2150175	33.93164031	32.67399465	31.28130088	33.06751088	35.08182969	34.03731849	37.88710038	35.17344937	35.18274692	35.71100925	32.21645969	35.6020434	32.99108277	36.51405591	31.68560038	36.7481034	34.33984396	31.56874836	36.02191264	34.95489667	36.29102094	31.73952811	33.28833289	35.22440604	34.29626038	36.54644403	37.59449874	33.53750006	35.18092874	29.95413239	34.30462648	34.83938126	37.27906541	34.04712849	35.80288044	35.99894	32.17733189	36.35301421	34.31812094	29.70075277	39.32653591	35.07553541	37.24876604	34.4100995	37.91667528	34.56877547	37.85300484	36.45134465	34.90727711	33.20996239
OTU_1803881	36.48005667	33.64046025	36.11326855	37.72052616	38.64319252	35.44267509	38.61322522	37.17859862	37.6059895	38.18303943	34.87048075	36.54861302	34.27773082	38.70950019	34.76024811	31.85482535	29.52712025	38.77592208	34.3451417	34.31378157	37.12278289	34.62026157	34.72585384	36.2118878	33.34051541	37.99375811	34.51999201	35.32278868	32.90030969	35.54700535	41.34736868	31.79258031	40.54971547	45.1900905	37.80687937	30.64288296	39.3251822	35.62357943	36.60877648	37.45981667	35.7086239	42.90249667	35.63575654	34.74480101	36.96433302	39.61300031	38.69980956	50.49533591	41.05914252	32.65451019
OTU_1738783	41.27008667	40.41042786	37.66822585	40.00047925	33.92493145	33.79757591	44.94791623	39.57562956	38.99099013	35.97654969	39.02112314	35.19088044	41.84518384	35.29628239	36.10949403	41.24067277	40.4662922	42.94598761	37.18790428	38.11089748	39.14342553	41.8742661	36.82036862	34.59024654	38.35034604	37.01513453	33.42945484	39.37324585	39.95054585	42.21344893	37.74039698	36.04844642	38.82245849	36.73943484	39.82152082	42.93155635	42.74578484	41.1123378	34.83979346	43.88471981	36.19574566	39.7089156	37.58660887	43.25685975	37.33500805	37.11372786	47.07435019	39.52284164	37.99044736	41.07702956
OTU_1734153	326.9676516	233.3917277	323.3918774	195.448166	318.2139629	428.8759509	498.8696151	303.1792811	209.3968881	153.9297062	540.4534535	262.7275522	230.9194761	202.2161931	231.0596874	327.1481396	189.2267535	446.8074377	334.6602553	361.7769094	292.4614541	391.8099296	568.3080088	290.1248094	426.0018233	282.0028623	480.1342918	429.2229553	241.6040899	517.7139	209.0497623	301.2764755	251.2365509	280.7731371	395.2656031	225.315161	235.9270736	296.8904774	132.215421	176.0913126	284.4625245	304.4502151	896.3944031	271.3885786	314.9261748	230.356127	236.9738943	327.5348132	197.6880767	289.0426201
OTU_1754178	1354.153431	904.4364302	1237.033902	857.3713126	2358.584164	1726.204654	2101.687591	2462.353164	2094.235987	1602.068824	1793.705415	1403.72403	1554.833981	1850.265516	822.1411377	1134.198269	1327.477387	1565.966371	994.4146899	1096.090948	1192.718577	1025.028921	2002.252484	1553.840358	931.0076176	1305.75805	2294.438994	1777.749038	1229.89694	1788.136	2002.252484	2285.763774	1436.830673	2066.828189	1592.785176	1521.434824	1639.787975	1862.461447	1988.496969	1969.963226	1950.11127	2957.227755	2441.030704	923.1424673	1451.972233	1845.972943	1004.160822	1691.206371	1946.866421	1854.858063
OTU_1674882	33.77851226	37.75482509	38.24367717	40.13224384	34.76923667	32.16384679	36.62987717	36.43862302	36.61889088	38.77795252	36.1211517	34.30743881	32.21645969	38.57606164	34.22600151	37.62519792	34.2145744	38.08260654	34.26186906	36.68773868	37.30356465	40.50300629	37.21285742	40.63142755	36.29034415	37.59266453	35.49361472	36.00296453	36.59107811	30.2023305	42.31700465	32.8070395	41.60798629	41.31544459	38.72423585	33.18447119	33.62759862	42.18811925	40.13838723	32.37105818	34.0206766	41.16603396	34.62783824	34.31471572	35.47748459	39.62941572	33.73362566	39.37535138	36.87327145	32.24367226
OTU_1705019	36.14865887	41.09953346	38.12777597	35.29850164	36.03620786	36.33142629	43.22791761	33.17435673	38.86380981	38.03083962	34.94636176	32.12724836	39.19921874	35.1577905	32.8820683	34.14873	37.38888252	40.7739	33.58811962	32.36357843	30.67367	29.68043195	36.81028723	33.84151899	32.23275497	35.81034365	34.30218654	42.28233786	31.29739157	39.89264667	34.15090025	43.56895384	34.97306799	33.55304673	33.78184906	36.45727088	33.06166604	37.57564629	37.05878302	39.04174704	44.0060727	34.67623981	35.8901678	34.99510704	35.22042258	35.96647704	39.96241138	35.57624226	32.66756591	34.73326132
OTU_1662492	42.85780881	45.79727126	46.8249483	49.1609156	49.57416761	48.33684755	43.92055642	46.74140855	51.03801566	59.73623635	41.00560478	35.74879686	45.20251132	62.91949742	49.20074937	50.23537868	47.8018261	42.80189623	51.40064698	41.52725591	43.89082233	39.14632899	42.81659075	42.36799478	39.12652195	41.99033333	45.22886044	47.32166943	50.65393522	46.77352893	50.1090839	43.2827227	52.56801893	46.4143478	51.92666245	52.04550327	48.81975101	46.08020201	52.17483497	48.5615922	42.63669855	57.11677214	48.87909327	46.74456673	46.43770384	47.71666591	42.03092239	40.91777579	42.40766597	44.57831094
OTU_1729599	43.99761289	38.84657585	49.35215616	49.23397868	46.73351566	44.75243522	49.52147673	47.35193579	50.98348459	40.91608409	47.8692156	43.23059258	46.73977635	47.73986516	43.48225057	45.71170302	48.41066736	43.12097038	51.40723969	49.23397868	41.08111157	40.46894912	53.31705522	45.58844233	43.39496975	43.02789145	44.89037069	50.50091044	39.2873683	42.4134439	46.11112629	52.5780856	48.58568013	46.42960164	49.52147673	48.93406239	52.82074528	53.25562742	51.25231415	44.54102792	45.11993465	48.67794604	38.54073189	42.53824013	45.71049899	44.39860189	42.37420535	44.53602101	45.84097182	49.09646893
OTU_2106265	114.2044397	98.94925057	112.8989658	90.18353566	125.8249988	114.8486052	95.3644927	112.344015	108.7147689	86.69108384	122.3747793	101.5637738	91.52400415	115.0474784	84.22084868	92.89881069	94.01734421	110.8794379	96.25613421	92.03384774	150.4128694	101.9612684	113.9917472	125.8471294	109.6126885	124.6341056	94.89275912	95.8184205	121.7477997	117.2848747	95.02519346	125.890645	105.8741358	150.4413268	131.0836937	106.464668	110.3462497	105.2920672	98.38867006	107.0399353	173.234395	164.2683962	168.8576635	125.5415723	82.36848553	101.6606742	77.9984534	96.16465528	105.8581711	99.19190981
OTU_1726549	40.64250478	39.89858182	36.91548264	60.36224805	127.3206184	43.1355644	37.13422824	33.23616528	49.75044547	43.2334173	39.44227358	38.08801044	48.92958824	40.71475862	54.24234013	37.71320642	44.82709962	35.59254421	43.20047931	43.20134478	35.49828289	37.16705182	39.68832421	39.99252541	43.03994226	38.6982644	40.26105491	40.36264541	35.14208126	35.17155126	44.19016113	32.82963472	48.42696943	43.14148937	39.73183899	48.55924943	43.8511017	39.0396639	36.13728943	35.64738434	44.54204308	43.96109925	78.96763503	35.50771126	78.60325208	36.1245478	40.81197321	39.28014918	37.67282164	49.62003352
OTU_1774901	300.3718088	110.4601645	110.6787702	112.9751334	188.6257522	151.0120953	62.61875937	65.24094509	105.617775	223.8284497	974.5708396	69.2453766	72.77331792	231.4203038	112.1895544	116.8674225	116.376447	87.59324597	119.7888157	100.1738332	95.72680698	146.8458419	106.7921778	158.0533503	217.9491792	115.108325	299.1069384	491.9254371	360.0918157	102.2935379	77.36134258	858.1533182	945.1407	160.2418783	78.57233635	76.46198094	220.8697774	60.80138296	90.7872656	85.52514157	152.4535975	96.84251572	286.9437509	91.78069547	153.6408286	102.8385652	153.1058009	411.3766164	101.5122287	65.70739509
OTU_1731870	33.44751358	31.63689535	31.39436723	36.2464927	34.46257453	34.31685679	38.87127031	36.64124491	35.15069138	34.27694648	35.43223792	32.67115201	35.46807629	36.75456717	29.96093075	33.62230597	33.61831195	35.70068704	33.09421642	32.16719748	37.09736157	33.97727862	33.82241352	31.06068623	36.28639119	34.92448642	33.77310409	35.51413101	31.93829818	32.17902094	34.7266478	32.65253195	31.24752434	34.69721145	31.6401478	38.98813434	29.38406623	29.45361491	34.65608962	29.78275	31.83082365	32.72913585	31.26049824	33.74499346	30.93319403	31.71608245	31.67211025	35.73409836	33.93398503	32.83915182
OTU_1742040	44.25814214	39.24269887	38.29341742	41.23422541	45.76190164	41.95795145	41.0492666	41.03703755	39.40112547	41.81757145	43.67061377	38.87295591	41.06446352	45.22638057	41.57868667	42.85946478	33.9183	42.58972277	41.3967917	42.55507119	43.52891667	35.35298126	37.62484006	40.94989648	45.22504642	37.7181461	41.39139994	39.98269849	46.90117881	45.82796667	47.19035403	36.32339113	51.39490182	51.47617522	45.72136006	36.72296358	39.63349151	41.5211866	42.36075893	45.06520692	42.97647157	43.45873547	38.89587597	40.02646692	47.13385994	43.02187937	41.96050182	45.36486742	42.39543497	43.43396264
OTU_1701643	53.76919742	159.2130111	66.51887912	77.59532075	92.85535107	92.29085333	97.59070377	66.21818277	78.6605666	42.80489692	94.56918164	95.10073333	72.48955723	51.09629918	82.20360849	114.4042694	82.14255811	61.74102403	63.26644987	116.8674225	57.2066617	78.2225105	135.085472	104.3145073	139.0708721	43.20992151	92.95463673	91.72581352	47.82696352	69.92194528	72.69244824	170.7238623	40.49102818	46.09918346	79.44461031	74.8482734	71.58204088	58.50823057	71.77435585	60.10625245	46.01180302	69.26871698	163.0026082	65.05241535	93.43439673	46.66761057	73.52929044	168.8894434	60.47007283	60.2701278
OTU_1651536	40.04447088	34.25765447	35.59254421	31.00415252	39.08012403	39.21698818	37.81728245	39.57151019	39.79939409	37.20490327	37.56904327	39.65454384	35.80352296	40.32908409	39.86323088	34.46418352	42.8649544	40.88423937	44.72876723	38.01041673	31.14035604	37.88099157	35.73856283	35.74838465	38.35076094	39.01607409	33.67515843	38.54495484	37.52423698	39.53190321	38.40501371	36.39926164	40.81716264	42.88086516	39.81655214	43.69770371	33.7741205	41.49253975	41.57172088	34.84837566	38.03368654	43.39849396	31.89841409	36.95108654	37.34402843	44.06990516	33.6093122	47.84266113	37.46507742	35.12096692
OTU_2388965	42.23784509	38.91105522	39.63074031	47.58242088	36.98158509	47.12828824	47.39565956	40.06447925	42.74430654	51.8793773	40.3759466	49.86659415	42.29633824	44.75478849	40.80004994	47.62020484	42.05610403	43.34443289	40.92453075	49.25771264	40.07122176	45.44406176	46.10350969	39.11298748	35.4747195	43.51733723	37.35145654	37.74883642	37.60044289	45.19498082	47.89683201	40.99539258	44.48029069	47.53739799	45.33912031	36.42469717	41.53197346	39.86323088	35.83001698	43.48768704	43.78022667	43.81404969	52.06881459	41.26255623	46.98054308	40.13604692	40.33143824	41.23830786	39.73575308	42.72295063
OTU_1741027	42.57058516	40.88488692	41.27187648	46.45339308	37.82628629	44.83286239	43.44198679	41.98575981	43.22614937	50.46290296	43.64305094	42.76547623	53.59612516	44.0358856	40.32287723	43.41020321	44.77851264	40.48737962	39.15475711	40.40289623	38.17630057	37.86136937	44.41691075	37.09025358	37.99080629	46.34647692	41.62924906	42.1708139	38.18967836	37.88524025	44.42254975	44.87016855	45.2581834	45.44283277	49.51402013	42.97376308	41.64024673	39.98545786	40.34434264	37.11507792	38.47649459	39.92859044	45.0479695	44.84840836	39.53901572	51.04632126	44.9120122	41.79282836	49.89888792	39.77330616
